bss,x,y,geometry,dpt,prof,alt,masse_eau,codes_bdlisa,CodeEH,InclusEH,EtatEH,NatureEH,MilieuEH,ThemeEH,OrigineEH
06877X0028/P1,0.940063716,45.756636379,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.940063715586921, 45.7566363789875]}",87,45.0,315.4,['Bassin versant de la Vienne'],201AI14,201AI14,201AI,2,6.0,2,3.0,1.0
02296X0038/P1,5.907815814,48.669868595,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.9078158144729, 48.669868594937036]}",54,8.3,206.05,"['Alluvions de la Meurthe, de la Moselle et de leurs affluents']",952AC17,952AC17,952AC,2,5.0,1,1.0,1.0
06638X0048/P1,0.989835182,45.965038402,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.98983518184824, 45.9650384019765]}",87,12.0,270.56,['Bassin versant de la Vienne'],201AI13,201AI13,201AI,2,5.0,2,3.0,1.0
00296X0158/P1,3.706224389,50.267824257,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.70622438850379, 50.2678242565395]}",59,27.0,138.0,['Craie du Valenciennois'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
00217X0068/P1,3.496164849,50.487572987,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.49616484918038, 50.4875729867391]}",59,3.2,15.0,"[""Sables du Landénien d'Orchies""]",916AA01,916AA01,916AA,2,5.0,1,1.0,1.0
07174X0178/P1,3.215689298,45.709240712,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.2156892975234, 45.7092407118416]}",63,,328.0,"[""Alluvions de l'Allier amont""]",932AC01,932AC01,932AC,2,5.0,1,1.0,1.0
00258X0009/P1,2.48545932,50.273004693,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.48545932042261, 50.2730046933105]}",62,25.1,138.7,['Craie des vallées de la Scarpe et de la Sensée'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
07131X0019/P1,1.483647877,45.694767601,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.48364787738097, 45.6947676008629]}",87,40.0,417.24,['Bassin versant de la Vienne'],201AI08,201AI08,201AI,2,6.0,2,3.0,1.0
00035X0029/P1,2.209548123,50.956806034,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.20954812288725, 50.9568060335711]}",59,3.05,2.57,['Sables du Landénien des Flandres'],101AC01,101AC01,101AC,2,5.0,1,2.0,1.0
00366X0029/P1,3.018222727,50.042753865,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.01822272740537, 50.0427538650334]}",80,44.3,120.57,['Craie de la moyenne vallée de la Somme'],,,,,,,,
00067X0029/P1,1.991973781,50.781295202,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.99197378101256, 50.7812952024004]}",62,28.7,75.0,"[""Craie de l'Audomarois""]",123AK03,123AK03,123AK,1,5.0,1,2.0,1.0
06101X0202/SP1,-0.687080543,46.408743565,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.687080543091507, 46.4087435646305]}",85,41.0,10.2,['Calcaires et marnes du Lias et Dogger du Sud-Vendée libres'],360AA07,360AA07,360AA,2,7.0,1,2.0,1.0
02723X0900/245R1,7.748164097,48.583983073,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [7.74816409653114, 48.5839830730888]}",67,10.4,141.51,"['Nappe d’Alsace, Pliocène de Haguenau et Oligocène']",221AA19,221AA19,221AA,2,6.0,1,1.0,1.0
05867X0152/SR1,-0.836078959,46.452580524,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.836078959169389, 46.4525805238094]}",85,25.0,4.71,['Calcaires et marnes du Lias et Dogger du Sud-Vendée libres'],,,,,,,,
00572X0010/S1,0.510948085,49.790001761,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.51094808494437, 49.7900017608967]}",76,45.13,90.0,['Craie altérée du littoral Cauchois de Dieppe à Fécamp'],121AV30,121AV30,121AV,2,5.0,9,2.0,1.0
00792X0010/S1,1.95190891,49.596402808,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.95190890977984, 49.5964028075194]}",60,45.29,163.0,['Craie picarde'],121AJ01,121AJ01,121AJ,2,5.0,4,2.0,1.0
00125X0010/S1,2.192238904,50.655323058,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.19223890438467, 50.6553230583115]}",62,68.9,120.0,"[""Craie de l'Artois et de la vallée de la Lys""]",121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
01046X0010/S1,2.614679469,49.382915397,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.614679468976, 49.3829153965869]}",60,42.0,83.0,['Craie picarde'],121AJ01,121AJ01,121AJ,2,5.0,4,2.0,1.0
02966X0010/S1,3.342228988,48.293958311,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.34222898845362, 48.293958311359]}",89,16.05,103.0,"[""Craie du Senonais et Pays d'Othe""]",121AQ01,121AQ01,121AQ,2,5.0,5,2.0,1.0
01548X0010/S1,2.860398661,48.988404413,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.86039866099138, 48.9884044125862]}",77,119.4,113.25,,113AV01,113AV01,113AV,1,5.0,1,2.0,1.0
01003X0020/S1,1.343234754,49.471375724,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.34323475442281, 49.4713757238795]}",76,3.55,74.0,,040AB25,,,,,,,
02603X0020/S1,3.423649894,48.586782862,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.42364989362517, 48.5867828623028]}",77,43.7,157.5,,107AK01,107AK01,107AK,3,5.0,4,2.0,1.0
02648X0020/S1,4.97314,48.471183,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.97314, 48.471183]}",52,7.8,180.0,['Calcaires tithoniens karstiques entre Seine et Ornain'],131AA97,131AA97,131AA,3,5.0,2,2.0,1.0
02206X0030/S1,2.671602039,48.650982559,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.67160203908483, 48.6509825585737]}",77,15.05,69.5,,113AA03,113AA03,113AA,2,5.0,5,2.0,1.0
02267X0030/S1,4.876212285,48.654429327,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.87621228454102, 48.6544293273127]}",52,2.3,135.59,['Alluvions du Perthois'],926AC07,926AC07,926AC,2,5.0,1,1.0,1.0
01868X0030/S1,3.523765,48.857026,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.523765, 48.857026]}",51,10.07,191.7,['Tertiaire - Champigny - en Brie et Soissonnais'],113BA01,113BA01,113BA,X,7.0,1,2.0,1.0
00622X0001/S1,2.258435212,49.790702487,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.25843521206052, 49.790702487389]}",80,58.45,101.0,['Craie de la moyenne vallée de la Somme'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
00592X0001/S1,1.183232942,49.852870296,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.18323294150019, 49.8528702963241]}",76,55.8,75.0,"[""Craie des bassins versants de l'Eaulne, Béthune, Varenne, Bresle et Yerres""]",123BV01,123BV01,123BV,2,5.0,9,2.0,1.0
02204X0001/S1,2.809399173,48.71084922,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8093991731167547, 48.71084921952639]}",77,46.85,108.48,['Tertiaire - Champigny - en Brie et Soissonnais'],113BA01,113BA01,113BA,X,7.0,1,2.0,1.0
00346X0011/S1,2.329829246,50.107748813,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.32982924600221, 50.1077488129707]}",80,34.1,109.0,"[""Craie de la vallée de l'Authie""]",121BC01,121BC01,121BC,2,5.0,4,2.0,1.0
02222X0021/S1,3.385132526,48.710049923,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.38513252594829, 48.7100499232082]}",77,13.5,164.0,,113AA03,113AA03,113AA,2,5.0,5,2.0,1.0
00794X0021/S1,2.086433832,49.603937103,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.08643383208874, 49.6039371031391]}",60,125.81,172.0,['Craie de la moyenne vallée de la Somme'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
01516X0021/S1,1.587417611,49.024196298,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.58741761146413, 49.024196298208]}",78,35.0,32.0,,121AZ01,121AZ01,121AZ,2,5.0,9,2.0,1.0
01871X0031/S1,3.647269533,48.89443294,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.64726953282734, 48.8944329399435]}",51,25.0,221.2,['Tertiaire - Champigny - en Brie et Soissonnais'],113BA01,113BA01,113BA,X,7.0,1,2.0,1.0
00377X0051/S1,3.503568802,50.124795409,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.50356880178218, 50.1247954090958]}",59,44.6,135.0,['Craie du Cambrésis'],121BD01,121BD01,121BD,3,5.0,4,2.0,1.0
04661X0002/S1,3.665739559,47.456853617,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.66573955941863, 47.4568536173267]}",89,6.95,212.0,['Calcaires du Dogger entre Armançon et la Seine'],139AM01,139AM01,139AM,3,5.0,2,2.0,1.0
01812X0002/S1,1.533492579,48.942711728,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.53349257867158, 48.9427117278269]}",78,18.55,125.0,['Craie altérée du Neubourg-Iton-plaine de Saint-André'],113AO01,113AO01,113AO,X,6.0,4,2.0,1.0
02203X0002/S1,2.741654059,48.714686496,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7416540587361267, 48.71468649566963]}",77,54.0,104.55,['Tertiaire - Champigny - en Brie et Soissonnais'],113BA01,113BA01,113BA,X,7.0,1,2.0,1.0
01853X0002/S1,3.072609655,48.92365639,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.07260965546704, 48.9236563897414]}",77,17.5,100.0,['Tertiaire - Champigny - en Brie et Soissonnais'],113AK03,113AK03,113AK,3,6.0,1,2.0,1.0
00773X0002/S1,1.279582812,49.604314372,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.27958281169407, 49.604314372465]}",76,46.65,175.0,"[""Craie des bassins versants de l'Eaulne, Béthune, Varenne, Bresle et Yerres""]",121AZ01,121AZ01,121AZ,2,5.0,9,2.0,1.0
00993X0002/S1,0.982271204,49.477983287,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.982271204260686, 49.477983287238]}",76,97.95,115.0,"[""Craie altérée de l'estuaire de la Seine hors pointe de Caux""]",121AU01,121AU01,121AU,2,5.0,9,2.0,1.0
01894X0002/S1,4.665279,48.870083,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.665279, 48.870083]}",51,29.7,165.8,['Craie de Champagne sud et centre'],121AN30,121AN30,121AN,2,5.0,4,2.0,1.0
00805X0002/S1,2.21141501,49.550575349,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.21141501029585, 49.5505753490264]}",60,40.1,152.0,['Craie picarde'],121AJ01,121AJ01,121AJ,2,5.0,4,2.0,1.0
00625X0002/S1,2.241314629,49.738897009,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.24131462855545, 49.738897009071]}",80,78.15,145.0,['Craie de la moyenne vallée de la Somme'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
00245X0002/S1,1.847282361,50.305611326,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.84728236111351, 50.3056113261178]}",80,42.1,58.0,"[""Craie de la vallée de l'Authie""]",121BC01,121BC01,121BC,2,5.0,4,2.0,1.0
01885X0002/S1,3.990276,48.811336,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.990276, 48.811336]}",51,10.4,142.8,['Craie de Champagne sud et centre'],121AN01,121AN01,121AN,2,5.0,4,2.0,1.0
01347X0002/S1,4.856924451,49.168089034,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.85692445097722, 49.168089034306]}",51,8.0,129.0,['Albien-Néocomien libre entre Ornain et limite de district'],123CA01,123CA01,123CA,3,5.0,1,2.0,1.0
01897X0002/S1,4.506000971,48.800548434,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.50600097127249, 48.8005484343845]}",51,12.9,93.0,['Craie de Champagne sud et centre'],121AN30,121AN30,121AN,2,5.0,4,2.0,1.0
00578X0002/S1,0.707474071,49.743706403,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.707474071415207, 49.7437064029249]}",76,61.8,107.0,['Craie altérée du littoral Cauchois de Dieppe à Fécamp'],121AV01,121AV01,121AV,2,5.0,9,2.0,1.0
01551X1002/S1,2.880799707,49.066907729,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.88079970656055, 49.0669077291194]}",77,11.0,122.0,['Éocène du Valois'],113AK05,113AK05,113AK,3,6.0,1,2.0,1.0
00341X0012/S1,2.231696407,50.144846369,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.23169640652358, 50.1448463691524]}",80,61.2,127.0,"[""Craie de la vallée de l'Authie""]",121BC01,121BC01,121BC,2,5.0,4,2.0,1.0
00613X0012/S1,1.997680757,49.818647834,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.99768075743459, 49.8186478344788]}",80,70.8,160.0,['Craie de la vallée de la Somme aval'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
02215X0012/S1,2.938784316,48.601321393,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.93878431617797, 48.6013213925022]}",77,62.4,112.77,,113AA01,113AA01,113AA,3,5.0,5,2.0,1.0
02535X0012/S1,0.765964717,48.453082238,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.765964717475242, 48.4530822376234]}",61,90.0,171.0,,123BA01,123BA01,123BA,X,7.0,1,2.0,1.0
03302X1012/S1,3.000071342,48.202693868,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.00007134223671, 48.2026938675016]}",89,42.23,146.0,['Craie et Tertiaire du Gâtinais'],113AA01,113AA01,113AA,3,5.0,5,2.0,1.0
02206X0022/S1,2.679870867,48.609951202,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.67987086692724, 48.6099512023245]}",77,51.75,91.0,['Tertiaire - Champigny - en Brie et Soissonnais'],113AA01,113AA01,113AA,3,5.0,5,2.0,1.0
00443X0042/S1,1.676823707,49.970130742,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.67682370706915, 49.9701307415368]}",80,49.22,127.0,"[""Craie des bassins versants de l'Eaulne, Béthune, Varenne, Bresle et Yerres""]",121AV01,121AV01,121AV,2,5.0,9,2.0,1.0
01277X0192/S1,2.370427184,49.209346142,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.37042718417436, 49.2093461418682]}",60,16.0,40.0,['Craie du Vexin normand et picard'],121AZ01,121AZ01,121AZ,2,5.0,9,2.0,1.0
00603X0003/S1,1.622582522,49.852628668,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.62258252226312, 49.8526286676357]}",76,57.5,212.0,"[""Craie des bassins versants de l'Eaulne, Béthune, Varenne, Bresle et Yerres""]",121AV01,121AV01,121AV,2,5.0,9,2.0,1.0
01004X0003/S1,1.420826512,49.495020865,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.42082651160268, 49.495020864873]}",76,85.2,169.0,['Craie du Vexin normand et picard'],121AZ01,121AZ01,121AZ,2,5.0,9,2.0,1.0
02255X0003/S1,4.380375,48.678865,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.380375, 48.678865]}",51,21.0,153.9,['Craie de Champagne sud et centre'],121AO30,121AO30,121AO,2,5.0,4,2.0,1.0
02207X0003/S1,2.730150852,48.640453667,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.73015085232183, 48.6404536670858]}",77,34.35,89.0,,113AA01,113AA01,113AA,3,5.0,5,2.0,1.0
00178X0003/S1,2.1243102,50.480661584,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.12431020006408, 50.4806615841465]}",62,39.7,136.0,['Craie de la vallée de la Canche aval'],121BC01,121BC01,121BC,2,5.0,4,2.0,1.0
02961X1003/S1,3.272009658,48.36614537,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.27200965835901, 48.3661453704014]}",89,32.8,107.96,,121AQ01,121AQ01,121AQ,2,5.0,5,2.0,1.0
02211X0013/S1,2.87440452,48.754293706,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8744045196169177, 48.75429370634073]}",77,60.0,112.0,['Tertiaire - Champigny - en Brie et Soissonnais'],113BA01,113BA01,113BA,X,7.0,1,2.0,1.0
02943X0013/S1,2.720404633,48.369975228,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.72040463295285, 48.3699752281041]}",77,28.5,89.5,['Multicouches craie du Séno-turonien et calcaires de Beauce libres'],107AK01,107AK01,107AK,3,5.0,4,2.0,1.0
01086X0013/S1,4.09613,49.386809,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.09613, 49.386809]}",51,15.0,67.9,['Craie de Champagne nord'],121AM01,121AM01,121AM,2,5.0,4,2.0,1.0
00817X0013/S1,2.696975927,49.5542214,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.69697592667635, 49.5542214002333]}",60,25.12,78.0,,121AK01,121AK01,121AK,2,5.0,4,2.0,1.0
01551X1013/S1,2.88395535,49.067612162,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.88395534957633, 49.0676121620759]}",77,35.2,116.0,['Éocène du Valois'],113AK03,113AK03,113AK,3,6.0,1,2.0,1.0
01031X0023/S1,2.210536957,49.495883356,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.21053695726416, 49.4958833559765]}",60,31.8,138.0,['Craie picarde'],121AJ01,121AJ01,121AJ,2,5.0,4,2.0,1.0
00616X0023/S1,1.958954639,49.723034852,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.95895463948039, 49.7230348519552]}",80,9.8,123.0,['Craie de la moyenne vallée de la Somme'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
00813X0043/S1,2.745794723,49.640295106,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.74579472267094, 49.6402951062218]}",80,32.0,100.0,['Craie picarde'],121AK01,121AK01,121AK,2,5.0,4,2.0,1.0
00578X0043/S1,0.63722042,49.747313686,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.637220420408404, 49.7473136859287]}",76,3.05,35.0,['Craie altérée du littoral Cauchois de Dieppe à Fécamp'],040AB17,,,,,,,
00574X0053/S1,0.637809305,49.809411715,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.637809304944088, 49.8094117152727]}",76,2.3,8.5,,040AB17,,,,,,,
00482X0063/S1,3.02386669,50.007474375,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.0238666899792, 50.007474375397]}",80,56.1,145.0,['Craie de la moyenne vallée de la Somme'],121BB01,121BB01,121BB,2,5.0,4,2.0,1.0
10305X0083/S1,-0.306335811,43.247616211,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.306335811418666, 43.2476162112828]}",64,24.2,205.6,,948AG01,948AG01,948AG,2,5.0,1,1.0,1.0
00751X0004/S1,0.378398308,49.676827497,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.378398308079265, 49.6768274965202]}",76,68.1,113.5,['Craie altérée de la pointe de Caux'],121AV01,121AV01,121AV,2,5.0,9,2.0,1.0
00762X0004/S1,0.860993857,49.649736972,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.860993857091503, 49.6497369721205]}",76,34.8,155.0,"[""Craie altérée de l'estuaire de la Seine hors pointe de Caux""]",121AU01,121AU01,121AU,2,5.0,9,2.0,1.0
